year,j_day,actual,calculated,difference,delta,N_drainage,N_runoff,N_erosion,N_uptake
,,kg,kg,kg,kg N,kg,kg,kg,kg
2009,260,0.0,-0.001396135243084018,0.001396135243084018,-0.001396135243084018,0.0,0.0,0.0,0.0
2009,261,0.0,-0.0010878698353735672,0.0010878698353735672,-0.0010878698353735672,0.0,0.0,0.0,0.0
2009,262,0.0,-0.0009864047455891978,0.0009864047455891978,-0.0009864047455891978,0.0,0.0,0.0,0.0
2009,263,0.0,-0.0008113025964178178,0.0008113025964178178,-0.0008113025964178178,0.0,0.0,0.0,0.0
2009,264,0.0,-0.0008046423029952621,0.0008046423029952621,-0.0008046423029952621,0.0,0.0,0.0,0.0
2009,265,0.0,-0.0007582781035182506,0.0007582781035182506,-0.0007582781035182506,0.0,0.0,0.0,0.0
2009,266,0.0,-0.00422617664618882,0.00422617664618882,-0.24419934310800784,0.0,0.23994854330366935,2.462315814966372e-05,0.0
2009,267,0.0,-0.003282713290317929,0.003282713290317929,-0.003282713290317929,0.0,0.0,0.0,0.0
2009,268,0.0,-0.0021363613654585834,0.0021363613654585834,-0.0021363613654585834,0.0,0.0,0.0,0.0
2009,269,0.0,-0.0038790973287317065,0.0038790973287317065,-2.4064868015449576,2.402607704216226,0.0,0.0,0.0
2009,270,0.0,-0.0004304541492103908,0.0004304541492103908,-0.0004304541492103908,0.0,0.0,0.0,0.0
2009,271,0.0,-0.002715256191208937,0.002715256191208937,-0.002715256191208937,0.0,0.0,0.0,0.0
2009,272,0.0,-0.0031220558758775496,0.0031220558758775496,-0.0031220558758775496,0.0,0.0,0.0,0.0
2009,273,0.0,-0.0014756889928548844,0.0014756889928548844,-0.0014756889928548844,0.0,0.0,0.0,0.0
2009,274,0.0,-0.0004695196062416418,0.0004695196062416418,-0.5162514222335375,0.5157819026272958,0.0,0.0,0.0
2009,275,0.0,-0.0006119797366559862,0.0006119797366559862,-0.2919627911226712,0.182249824162666,0.10909359449843045,7.392724918771311e-06,0.0
2009,276,0.0,-0.0008565829641753453,0.0008565829641753453,-0.0008565829641753453,0.0,0.0,0.0,0.0
2009,277,0.0,-0.0007144819481652576,0.0007144819481652576,-0.0007144819481652576,0.0,0.0,0.0,0.0
2009,278,0.0,-0.00025620508420232113,0.00025620508420232113,-4.2709494507823536,4.270693245698151,0.0,0.0,0.0
2009,279,0.0,-0.0002108823014643768,0.0002108823014643768,-0.6593352943713313,0.6591244120698669,0.0,0.0,0.0
2009,280,0.0,-0.0004603310569137875,0.0004603310569137875,-0.0004603310569137875,0.0,0.0,0.0,0.0
