county_code,gps_county,feed_id,neighbor_values,neighbor_distances
1107,"(33.40502222222223, -88.06157777777779)",164,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",165,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",166,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",167,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",169,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",170,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",171,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",172,[np.float64(1.2629509366666667)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",193,[np.float64(1.5725791891279728)],[48.416143768186664]
1107,"(33.40502222222223, -88.06157777777779)",197,[np.float64(1.5725791891279728)],[48.416143768186664]
1119,"(32.646429999999995, -88.20871)",1,[np.float64(0.7869653692307692)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",40,[np.float64(2.726052839772727)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",41,[np.float64(2.726052839772727)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",43,[np.float64(2.726052839772727)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",44,[np.float64(2.726052839772727)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",46,[np.float64(2.726052839772727)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",47,[np.float64(2.726052839772727)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",50,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",51,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",52,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",53,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",54,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",55,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",56,[np.float64(1.2163844571428573)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",61,[np.float64(1.3698166089887642)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",62,[np.float64(1.3698166089887642)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",63,[np.float64(1.3698166089887642)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",64,[np.float64(1.3698166089887642)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",65,[np.float64(1.3698166089887642)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",105,[np.float64(0.7869653692307692)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",106,[np.float64(0.7869653692307692)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",107,[np.float64(0.7869653692307692)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",108,[np.float64(0.7869653692307692)],[38.20800913489049]
1119,"(32.646429999999995, -88.20871)",109,[np.float64(0.6643603244444444)],[38.20800913489049]
